"publish_date","headline_text","year","month","day"
20130819,"winning the battle for the bush bendigo and",2013,8,19
20140831,"egypt court commutes brotherhood leaders death sentence",2014,8,31
20120518,"study to probe retail woes",2012,5,18
20120320,"perth train services disrupted again",2012,3,20
20170307,"british mps call for employers to scrap mandatory high heels",2017,3,7
20090509,"afl interview daniel wells",2009,5,9
20180207,"mps defend joyces right to privacy after partner on front page",2018,2,7
20110322,"stosur drops back one spot",2011,3,22
20170424,"revealing letters home from aboriginal diggers sent during wwi",2017,4,24
20171201,"myanmar treatment of rohingya apartheid amnesty international",2017,12,1
20031210,"silenced genes expected to reap big rewards",2003,12,10
20120831,"health system 'a catastrophe'",2012,8,31
20160516,"brain cancer patient oshin kiszko court to rule on treatment",2016,5,16
20131223,"fish chip fert",2013,12,23
20120823,"sanderson calls for renewed focus",2012,8,23
20130304,"les worland president of the riverina winemakers",2013,3,4
20080623,"govt announces crackdown on child support dodgers",2008,6,23
20180116,"catherine deneuve apologises to sex assault victims",2018,1,16
20050923,"call for senate inquiry into peace activists",2005,9,23
20060208,"forum to focus on hospital location",2006,2,8
20191102,"pork australia iv: margo andrae",2019,11,2
20150911,"no more asbestos problems in recycled waste albert jacob says",2015,9,11
20130808,"forde voters react to news beattie is new labor candidate",2013,8,8
20130827,"qld country hour 27 august 2013",2013,8,27
20031017,"replace pine forests with hemp says act politician",2003,10,17
20030417,"brisbane blood stocks hit critical low",2003,4,17
20140205,"manly sea eagles coach geoff toovey to be offered new contract",2014,2,5
20190124,"koolan island mine restart",2019,1,24
20140107,"wool prices 2014",2014,1,7
20180104,"donald trump blasts steve bannon for new book",2018,1,4
20050207,"gallop launches 12m kimberley cruise ship",2005,2,7
20060307,"neighbourly trade shaped pitcairns past",2006,3,7
20150501,"assault",2015,5,1
20170620,"academy science releases 10 year plan for agriculture research",2017,6,20
20170724,"are ghost voters influencing the election results",2017,7,24
20140408,"gingin shire says wa govt help needed for coastal",2014,4,8
20210221,"wa labor launches election campaign with job creation promise",2021,2,21
20120627,"german tourist dies in bruce hwy crash",2012,6,27
20180705,"shalom house knocked back by local council",2018,7,5
20090928,"governments urged to save dairy industry",2009,9,28
20200622,"monday finance with alan kohler",2020,6,22
20110810,"farm flood aid a matter of urgency",2011,8,10
20140603,"tasmanian liberals to axe 1000 extra public sector jobs",2014,6,3
20160106,"sister of dale mccauley pleads for information",2016,1,6
20101026,"barr flags teacher pay overhaul",2010,10,26
20120223,"pm julia gillard statement",2012,2,23
20121025,"msq yet to decide on ex ferry crash",2012,10,25
20060311,"task force aims to lift wa education standards",2006,3,11
20141227,"china lists legal places of worship",2014,12,27
20040624,"china biggest jailer of cyber dissidents report",2004,6,24
20040406,"former roy boy to celebrate 200th",2004,4,6
20040603,"korean man re charged over heroin drug bust",2004,6,3
20150606,"bar staff could be forced to take on bikies hotel industry says",2015,6,6
20111215,"pig carcasses found speared onto fences",2011,12,15
20121030,"sri lanka escapes cyclone",2012,10,30
20160628,"students celebrate indigenous heritage ahead of naidoc",2016,6,28
20161109,"prisoners access to website worries victims commissioner",2016,11,9
20140127,"poilce search for missing boy after crocodile",2014,1,27
20070719,"biography exposes costello howard rift",2007,7,19
20031023,"atsic tackles rising prison numbers in nt",2003,10,23
20040307,"start to finish gp win for michael schumacher",2004,3,7
20120117,"stillman the promise controversy",2012,1,17
20060914,"fishing families suffering despite counselling",2006,9,14
20110209,"the way of the fax machine",2011,2,9
20030707,"liverpool swoop for le havre pair",2003,7,7
20160330,"fiji conjunctivitis outbreak floors people in the",2016,3,30
20200511,"what is indigenous cultural intellectual property and copyright",2020,5,11
20150917,"mcgrath foundation copes increased demand breast cancer services",2015,9,17
20120401,"several people arrested after wild parties in perth",2012,4,1
20090308,"real loses ground on barcelona",2009,3,8
20070222,"police urged to release drug details after",2007,2,22
20171123,"clergy wives speak out domestic violence",2017,11,23
20090320,"two deaths surgical mistakes outlined in report",2009,3,20
20100214,"ama baffled by low bulk billing rate",2010,2,14
20030531,"swifts end phoenix winning run",2003,5,31
20131001,"queensland premier ready to crackdown on bikies",2013,10,1
20091201,"deep cuts in forestry demand",2009,12,1
20180316,"giant rubber duck missing off the west australian coast",2018,3,16
20080728,"beijing olympic village opened beneath a blanket",2008,7,28
20081021,"top scientists urge govt to remain focused on",2008,10,21
20130924,"peabody cuts coal jobs at qld mine",2013,9,24
20110926,"top end flea epidemic",2011,9,26
20030612,"4wd vandals damage national park",2003,6,12
20110126,"nz vs pakistan match rained out",2011,1,26
20090610,"death driver seeks reduced penalty",2009,6,10
20091115,"wa farmers welcome ets exclusion",2009,11,15
20080521,"jury retires in fitchett murder case",2008,5,21
20070327,"longreach set for easter tourism boost",2007,3,27
20180329,"squizzy and bozo are great mates",2018,3,29
20190506,"cash cows",2019,5,6
20200809,"uk migrants england cross border channel",2020,8,9
20120614,"abc business news and market analysis",2012,6,14
20060228,"snowy crash claims motorcyclist",2006,2,28
20090707,"business still set for lay offs",2009,7,7
20180510,"abusive triple 0 call",2018,5,10
20050213,"coastal towns struggle with tidal populations",2005,2,13
20151104,"narrabri airline discussions continue",2015,11,4
20071209,"jamie dwyer named world player of the year",2007,12,9
20060725,"huon customers consider rescue package",2006,7,25
20040222,"taipans tighten play off position",2004,2,22
20071113,"murdoch responds on turnbull preference claims",2007,11,13
20100722,"pastoral company continues riverina buying spree",2010,7,22
20060819,"afp defends e timor unrest handling",2006,8,19
20040324,"mp airs prisoner escort concerns",2004,3,24
20191208,"tensions as yellow vests join french retirement protests",2019,12,8
20070131,"png urges solomons to welcome moti probe",2007,1,31
20060708,"barr rejects suggestions of school closure agenda",2006,7,8
20181018,"barnaby joyce stalks deputy prime minister mccormack",2018,10,18
20110429,"gillard beckhams arrive for royal wedding",2011,4,29
20120720,"newcastle club charged with liquor breaches",2012,7,20
20041104,"coroner to investigate sweat lodge death",2004,11,4
20100123,"body found of man missing since christmas",2010,1,23
20131002,"indigenous centre for excellence proposed",2013,10,2
20061125,"windies drop edwards hinds for pakistan one dayers",2006,11,25
20121022,"iranian born doctor documents remarkable life story",2012,10,22
20080901,"health minister john hill talks to 891 abc about",2008,9,1
20051222,"cobar looks to continued drought",2005,12,22
20031015,"tas nurses demand tougher hospital security",2003,10,15
20110904,"search for swimmer suspended",2011,9,4
20140404,"catholic schools unable to plan because of education funding de",2014,4,4
20030529,"palestinian killed in israeli incursion",2003,5,29
20181216,"why does the status of jerusalem matter",2018,12,16
20050725,"three to face court on drug charges",2005,7,25
20051028,"govt trying to reduce award wages opposition",2005,10,28
20150210,"icc cricket world cup trophy tour",2015,2,10
20150529,"federal funding to sa withheld following tafe subsidies decision",2015,5,29
20190124,"perth scorchers success helping spark resurgence in wa cricket",2019,1,24
20120929,"interview brendan whitecross",2012,9,29
20150317,"police keen to talk to truckie who witnessed",2015,3,17
20071108,"mistaken identity blamed for japanese police",2007,11,8
20070615,"numbers dont add up for darfur deployment says",2007,6,15
20090929,"qld fire conditions begin to ease",2009,9,29
20140113,"foster carer charged over physical assault of three children in",2014,1,13
20170926,"humpback whale washes up on gippsland beach",2017,9,26
20100321,"france seals six nations slam",2010,3,21
20210106,"over 50 hong kong activists arrested for breaching security law",2021,1,6
20030310,"man charged over orange shooting",2003,3,10
20151107,"handshake could be peak of china taiwan relations",2015,11,7
20120727,"shot fired into black magic rapists home",2012,7,27
20161013,"canberra liberals pledge to reduce parking fees",2016,10,13
20140606,"program description",2014,6,6
20070727,"maitreya festival noise concerns remain",2007,7,27
20170324,"bellamys investors crying over spilt milk",2017,3,24
20140527,"national press club labor mp richard marles",2014,5,27
20170502,"students respond to proposed changes to uni fees",2017,5,2
20030814,"journalist tries to distance herself from dodgy",2003,8,14
20180812,"mega skate ramp built in south gippsland",2018,8,12
20080902,"queanbeyan whites win rugby final",2008,9,2
20200503,"coronavirus australia live news covid19 latest school closures",2020,5,3
20050131,"stanhope says perception of bias over bushfire",2005,1,31
20080104,"pacific hwy reopens after truck incident",2008,1,4
20180213,"biological age calculators dont pay too much attention",2018,2,13
20141017,"nrn landcare uncertainty",2014,10,17
20210625,"biggest change to the global tax system explained",2021,6,25
20170825,"wrest point casino heritage listed",2017,8,25
20091110,"rain no relief from fire danger",2009,11,10
20140815,"grandstand friday august 15",2014,8,15
20060927,"molik triumphs in china",2006,9,27
20091215,"fish factory jobs on n w horizon",2009,12,15
20091124,"stop and search powers have public support johnson",2009,11,24
20101127,"qantas a380 returns to the skies",2010,11,27
20130526,"renewed push to recognise indigenous australians in constitution",2013,5,26
20040720,"railway society plans display re vamp",2004,7,20
20090301,"afghan sentenced to death over killer us air",2009,3,1
20060615,"cold weather causes house floods",2006,6,15
20060729,"growcom pushes for planning changes to protect",2006,7,29
20110607,"construction slump extends into 12th month",2011,6,7
20160427,"wanderers fans outraged as airlines cash in on a league final",2016,4,27
20161129,"socceroos saudi arabia world cup qualifier at adelaide oval",2016,11,29
20051021,"bush abbas meet at white house",2005,10,21
20071205,"nsw to increase negligence fine after pasha report",2007,12,5
20151023,"public entitled to know why dpp not prosecute f51 mp says",2015,10,23
20030909,"tourist drowning highlights need to educate",2003,9,9
20040910,"italian museum dream becomes reality",2004,9,10
20120501,"outrage over anna bay land clearing",2012,5,1
20070104,"real ups offer to keep becks",2007,1,4
20061216,"missing weapons breach national security rudd says",2006,12,16
20091017,"fowler nabs draw for fury",2009,10,17
20110604,"wage rise criticised",2011,6,4
20130411,"merino genetics program assesses wool results",2013,4,11
20140825,"tests tce clovelly park contamination zone",2014,8,25
20180620,"high uranium detected in central australian bore water",2018,6,20
20110511,"ferry privatisation plan floated",2011,5,11
20071003,"govt alp pledge autism support",2007,10,3
20181219,"flynn arrives at court for his sentencing",2018,12,19
20070319,"native fish may be moved from river murray into",2007,3,19
20160519,"mackay drug operation triggers more arrests",2016,5,19
20161209,"solomon islands struck by earthquake; tsunami warning issued",2016,12,9
20121014,"murray to meet djokovic in shanghai final",2012,10,14
20120125,"alleged people smugglers granted bail",2012,1,25
20100507,"tiger happier as allenby shares lead",2010,5,7
20041130,"australia close in on victory",2004,11,30
20030820,"wmc prepared for maintenance shutdown",2003,8,20
20150809,"methamphetamine trafficking on wa supply routes to",2015,8,9
20100211,"interview marcus north",2010,2,11
20181127,"pakistans yassir shah takes ten wickets to beat nz",2018,11,27
20070608,"knives for prison officers call rejected",2007,6,8
20061212,"departing annan delivers us criticism",2006,12,12
20070829,"fears held for wimmera river health",2007,8,29
20080131,"tasmanian wines set to take on the world",2008,1,31
20040713,"painting sparks captain cook debate",2004,7,13
20040712,"escapee recaptured in newcastle",2004,7,12
20100223,"greenpeace makes waves over whaling plan",2010,2,23
20150423,"ben cousins arrest police officer charged over alleged leak",2015,4,23
20111025,"new act child care laws",2011,10,25
20131208,"chinese investors treated differently",2013,12,8
20071121,"climate change swinging seniors to greens",2007,11,21
20130128,"now is not the time to talk about the cost swan",2013,1,28
20040604,"govt urged to get children out of detention centres",2004,6,4
20100307,"cheetahs stun hurricanes",2010,3,7
20071023,"one dead in california fires",2007,10,23
20100816,"rogers eyes fairytale finish",2010,8,16
20081023,"us missile attack kills 4 in pakistan",2008,10,23
20170915,"lawsuit accuses google of segregating female employees",2017,9,15
20100929,"magpies to stick to winning formula",2010,9,29
20051020,"festival goers to hear of hearing care changes",2005,10,20
20111008,"un secretary general congratulates nobel peace",2011,10,8
20171223,"new holland mouse disappears from otway national park",2017,12,23
20150927,"russian theatre's swan lake 'brash bold and one to see'",2015,9,27
20090226,"prosecution uses einfelds own words against him",2009,2,26
20071121,"hobart parks off limit for midnight drinks",2007,11,21
20130816,"pilot new plane grazier jabiru",2013,8,16
20200504,"report card on first weekend of eased coronavirus restrictions",2020,5,4
20180904,"kansai airport underwater as typhoon hits japan",2018,9,4
20050718,"iraq urges donors to get involved now",2005,7,18
20100108,"sunshine coast airport revamp unveiled",2010,1,8
20051017,"aust philippines boost anti terrorism exchanges",2005,10,17
20040329,"chan gibbs face high tackle charges",2004,3,29
20050404,"farms to undergo health and safety audits",2005,4,4
20030601,"uniform standards met for sex assault support",2003,6,1
20060915,"abortion case doctor criticises investigation",2006,9,15
20051012,"council stop work meeting on hold",2005,10,12
20131226,"queen shares thoughts on family and reflection in",2013,12,26
20171005,"how is facial recognition technology already being used",2017,10,5
20040422,"freed vanunu urges nuclear inspections",2004,4,22
20170831,"battered and bruised; houston is getting it done",2017,8,31
20060425,"man arrested over rundle mall stabbings",2006,4,25
20070718,"closer",2007,7,18
20040427,"woman faces jail drug charge",2004,4,27
20180925,"delay rebuilding marawi sparks concern",2018,9,25
20130123,"motoring group revved up about motorplex revamp",2013,1,23
20100706,"police use taser after officer allegedly struck",2010,7,6
20081227,"israel attacks gaza at least 155 dead",2008,12,27
20141208,"australian survivor of gang rape in kenya spent",2014,12,8
20120227,"young labor hopes for end to leadership rumble",2012,2,27
20130802,"coal port construction workers return to work after safety prot",2013,8,2
20110331,"push for school shooting classes welcomed in the",2011,3,31
20041125,"concerns raised over osteopathy courses",2004,11,25
20030321,"pak webb lead sorenstam in phoenix",2003,3,21
20120913,"greens seek trawler apology over job losses",2012,9,13
20140905,"victim describes convicted child abuser cameron tully as evil",2014,9,5
20050104,"sikh community continues tsunami relief efforts",2005,1,4
20160308,"moya dodd urges fifa to invest in womens football",2016,3,8
20200718,"parliament sitting week cancelled coronavirus",2020,7,18
20150903,"government backs down over newcastle inner city building heights",2015,9,3
20060518,"competition pushes bank fees down survey",2006,5,18
20060613,"hundreds test bike skills in finke desert race",2006,6,13
20060316,"tweed bowler undergoes intense games preparation",2006,3,16
20160314,"voter distrust may defeat referendum parliamentary terms qld",2016,3,14
20151127,"art meets science at national archives in canberra",2015,11,27
20141215,"cherry festival 2014",2014,12,15
20121208,"phillipines declares state of calamity following bopha",2012,12,8
20031229,"fire efforts bring parkland blaze under control",2003,12,29
20130718,"twe slams wet tax",2013,7,18
20121009,"indian murder suicides in melbourne ca",2012,10,9
20100910,"taxi drivers reeling after full on attack",2010,9,10
20040908,"suspected terrorist captured in philippines",2004,9,8
20100617,"png politician quits over environmental policy",2010,6,17
20030812,"vaughan seeking to match south african hunger",2003,8,12
20150224,"tas country hour tuesday 24 february 2015",2015,2,24
20050628,"businesses urged to make workplace safety top",2005,6,28
20160731,"young girls missing near orange hugged up for warmth",2016,7,31
20120126,"kohli stands tall on australia's day",2012,1,26
20050608,"hopes raised for iraq wheat shipments",2005,6,8
20190121,"stefanos tsitsipas beats idol roger federer at australian open",2019,1,21
20170621,"war on waste outback butcher feeds waste to dogs",2017,6,21
20130518,"pcyc conference in newcastle",2013,5,18
20200802,"nick kyrgios announces he will not play the us open",2020,8,2
20180217,"businessman paying joyces rent benefits from apvma relocation",2018,2,17
20170123,"rural sach clare havest",2017,1,23
20150324,"queensland grazier sells cattle after two years of droving",2015,3,24
20070827,"hurricane katrina still giving musicians the blues",2007,8,27
20120426,"postecoglou takes on victory challenge",2012,4,26
20030903,"hanson ettridge appeal failed bail bids",2003,9,3
20131024,"ballina csg buffer",2013,10,24
20110819,"crash court hearing",2011,8,19
20190802,"remote cape york beach washed up thong capital of australia",2019,8,2
20150224,"queensland senator dishes out on thermomix",2015,2,24
20120212,"syrian general assassinated as homs attack continues",2012,2,12
20130125,"nbn connections set to start",2013,1,25
20110514,"police out in force for operation unite",2011,5,14
20140512,"nigerian girl who escaped boko haram speaks publicly of ordeal",2014,5,12
20170404,"trade surplus surges in february as imports tumble",2017,4,4
20110517,"fairfax to sell radio stations",2011,5,17
20200621,"coronavirus updates covid19 ama tony bartone victoria cases",2020,6,21
20080206,"energy privatisation will bring jobs costa says",2008,2,6
20150922,"nsw wild dog review",2015,9,22
20031019,"vic police seek missing child and british tourist",2003,10,19
20100617,"body found in ecuador may be missing aussie",2010,6,17
20141209,"young doctor heads to condobolin",2014,12,9
20110314,"mobile footage reveals stupid sydney assault",2011,3,14
20140813,"prime minister tony abbott refuses to rule out",2014,8,13
20090202,"nursing shortages will cripple rural health care",2009,2,2
20080404,"superbug infections on the rise expert says",2008,4,4
20060403,"closer george am1",2006,4,3
20111228,"wa surplus slashed by half",2011,12,28
20051206,"melbourne womans pregnancy beats odds",2005,12,6
20120920,"new concern over police clubs closing",2012,9,20
20151012,"tensions rise at martindale hall meeting",2015,10,12
20090226,"woman faces life sentence for hiring undercover",2009,2,26
20071011,"pm using schoolyard bully tactics union",2007,10,11
20160901,"governments urged to let asylum seekers study at tafe",2016,9,1
20050421,"townsville hostel gets fire safety approval",2005,4,21
20120204,"afghan civilian casualties rise in 2011",2012,2,4
20080911,"three men charged over brimble death",2008,9,11
20170203,"fire harvey norman damaged destroyed by fire",2017,2,3
20100421,"human faeces close man made beach",2010,4,21
20201013,"recognising the mental health impact of bushfires",2020,10,13
20040428,"power restored in sydneys south west",2004,4,28
20111025,"ifm urges boost in infrastructure investment",2011,10,25
20130927,"sa country 27 september 2013",2013,9,27
20120825,"un scoffs at 'ridiculous' texas invasion",2012,8,25
20061107,"uni backs dental school pledge",2006,11,7
20100604,"mp says abandoned properties overrun with pests",2010,6,4
20201111,"former retta dixon resident sues federal government and aim",2020,11,11
20030418,"us marines to vacate baghdad within days",2003,4,18
20120209,"aussie pole vaulter not in right frame of mind",2012,2,9
20120530,"aaco to buy darwin land for northern abattoir",2012,5,30
20180416,"teen with proteus syndrome",2018,4,16
20170119,"do 8 men really control same wealth as poorest half",2017,1,19
20030820,"carlton re signs fevola waite",2003,8,20
20191125,"toddler deaths in hot car will be investigated",2019,11,25
20150301,"black caps confident mccullum will be fine after blow to arm",2015,3,1
20030613,"clark wins right to appeal against rape allegation",2003,6,13
20050629,"evans and tate investors set to know their fate",2005,6,29
20091209,"ravensthorpe nickel workforce to shrink",2009,12,9
20090127,"third man arrested in falconer murder probe",2009,1,27
20080603,"i stood to gain from assisted suicide partner",2008,6,3
20110706,"prawn fishers want bhp desal plant moved to open",2011,7,6
20060604,"worksafe investigates building site accident",2006,6,4
20070730,"noosa promises fight against super council plan",2007,7,30
20170905,"volunteers keep birdsville races running",2017,9,5
20031224,"authorities launch probe after second virgin air",2003,12,24
20070216,"afl probes betting scandal",2007,2,16
20140413,"author doris pilkington dies",2014,4,13
20140829,"attorney general george brandis disappoints sydney muslims",2014,8,29
20130211,"poaching crackdown focuses on prevention",2013,2,11
20101218,"barba bags two as roar roll on",2010,12,18
20151119,"forum to discuss qantas flights to roma",2015,11,19
20120816,"mine closure sparks fears for traders",2012,8,16
20080319,"ratepayers group backs user pays marina",2008,3,19
20090210,"police swoop on weapons car",2009,2,10
20151002,"brisbane butcher splits store in two for grand final",2015,10,2
20051219,"bay dredge audit pleases port operator",2005,12,19
20160928,"news exchange wednesday september 28",2016,9,28
20070112,"north west central vic escape major fires",2007,1,12
20090226,"gun for hire warner joins durham",2009,2,26
20210120,"multiple car accidents cause 130 vehicle pile up in japan",2021,1,20
20040719,"evidence mounting against new dam carr",2004,7,19
20120123,"snake danger warning",2012,1,23
20080219,"woman arrested over reinado links claims innocence",2008,2,19
20110424,"predator drone strikes as gaddafi troops retreat",2011,4,24
20200213,"scientists unearth fossil of turtle up to four metres long",2020,2,13
20200731,"nasa launches mars rover to look for signs of life",2020,7,31
20070802,"chavez welcomes penn to venezuela",2007,8,2
20130126,"redbacks have shield victory in sight",2013,1,26
20090323,"japan pm labels stockbrokers shady",2009,3,23
20080521,"public servants pay talks to resume",2008,5,21
20100210,"calls for palliative care expansion",2010,2,10
20081127,"mt isa siege over streets around school reopened",2008,11,27
20130118,"swan and canning river dolphin recovery",2013,1,18
20201217,"nsw three coronavirus confirmed on sydney northern beaches",2020,12,17
20210203,"queensland trans gender teen petition birth certificates",2021,2,3
20100122,"export import prices drop",2010,1,22
20080601,"police question man over glass attack",2008,6,1
20170905,"man in stand off with police at rosebud",2017,9,5
20061213,"public to get say on 40m electricity plan",2006,12,13
20100307,"acdc rocks subiaco",2010,3,7
20060612,"eriksson mulling rooney return for trinidad clash",2006,6,12
20040309,"female politicians provide a reason to rhyme",2004,3,9
20120222,"power turned off to woman on life support",2012,2,22
20160613,"thousands gather in heart of californias lgbtiq community vigil",2016,6,13
20140304,"bicycle network",2014,3,4
20031229,"saudi denies arrest of would be suicide bombers",2003,12,29
20160421,"vietnam war the memories increase with age",2016,4,21
20090317,"kinglake resident concerned at roads reopening",2009,3,17
20110823,"tribute lockyer ticehurst timothy bates",2011,8,23
20161112,"explosion at nato airbase in bagram in afghanistan",2016,11,12
20100424,"interview david gallop",2010,4,24
20080813,"dna tests identify aust wwi diggers body found in",2008,8,13
20170922,"dog and deer best of friends",2017,9,22
20110922,"reith bring back choice in australian workplaces",2011,9,22
20100301,"call for indigenous red gum management",2010,3,1
20170706,"new doco explores life of transgender men",2017,7,6
20070402,"bridgestone workers back on the job",2007,4,2
20200129,"farmers waiting up to a year for drought loans to be assessed",2020,1,29
20150923,"us city offers men cash not to shoot each other",2015,9,23
20130220,"council rejects bid for more ninety mile beach",2013,2,20
20160713,"black lung nearly 20 potential cases identified queensland",2016,7,13
20150201,"man charged over fatal accident hit and run",2015,2,1
20050215,"local govt group seeks better regional public",2005,2,15
20180522,"lava from hawaii volcano creeps toward power plant",2018,5,22
20160518,"syria refugee family resettle australia",2016,5,18
20050613,"extradition process may limit patel charges",2005,6,13
20210311,"girl bitten by bat gets lyssavirus vaccination",2021,3,11
20141128,"mr fluffy asbestos waste to be buried at tip",2014,11,28
20131205,"commissioner on ccc",2013,12,5
20110313,"interview luke walsh",2011,3,13
20040318,"police to crack down on driving offences",2004,3,18
20131120,"fire out",2013,11,20
20050316,"england resting players ahead of ashes",2005,3,16
20160725,"aged migrant miners in lightning ridge",2016,7,25
20200807,"snow falls in south australias flinders ranges",2020,8,7
20080621,"nrl interview colin best",2008,6,21
20091217,"ku klux klan fears raised at murder hearing",2009,12,17
20171025,"wa no longer home to most expensive tradies",2017,10,25
20110509,"lawyer appeals for mercantis release",2011,5,9
20070711,"hotels group supports public shaming",2007,7,11
20090831,"weather records broken farmers happy",2009,8,31
20080617,"man dies in yumali head on crash",2008,6,17
20071220,"75yo drowns trying to help grandchildren",2007,12,20
20051117,"bacteria scare prompts health service assurances",2005,11,17
20090625,"melbourne gp boss never doubted f1 fix",2009,6,25
20130123,"prominent thai activist jailed for 11 years",2013,1,23
20090708,"rural show falls on drought",2009,7,8
20210320,"back to back storms soaking two thirds of australia",2021,3,20
20140814,"cat shot with an arrow put down by rspca",2014,8,14
20060124,"backburning would have made fires manageable",2006,1,24
20170210,"in the studio with carrington clarke",2017,2,10
20170118,"who is on court australian open day three",2017,1,18
20100813,"grammers 29yo girlfriend pregnant report",2010,8,13
20070328,"east timorese political leaders call for restraint",2007,3,28
20200519,"new footage released of tasmanian tiger",2020,5,19
20150125,"king island pharmacy destroyed by fire",2015,1,25
20180201,"hinge seats",2018,2,1
20041126,"immigration raid nets illegal workers",2004,11,26
20070613,"easybeats top oz rock history list",2007,6,13
20090808,"remembering mary",2009,8,8
20100111,"ogilvy defends hawaii title",2010,1,11
20190829,"police chase ends in bmw patrol car in flames",2019,8,29
20040702,"effectiveness of perth curfew challenged",2004,7,2
20140716,"jury to decide bendigo mother whose child died in hot car",2014,7,16
20070319,"phil spector murder trial looms",2007,3,19
20151011,"north korea celebrates 70th anniversary showing",2015,10,11
20130812,"pastoral leases wa",2013,8,12
20060815,"landowner wants charlottes barns to stay",2006,8,15
20210415,"pm backtracks on use of mass vaccination hubs",2021,4,15
20080120,"no need to panic says ponting",2008,1,20
20080228,"minister accuses opposition of ignoring kimberley",2008,2,28
20071127,"barnett to quit politics",2007,11,27
20160421,"melbourne seafood centre keeps tradition alive",2016,4,21
20110528,"mladic arrest bittersweet for bosnian survivors",2011,5,28
20201129,"princess diana princess charles australia 1983 the crown",2020,11,29
20060724,"doctors group fears sa birthing specialist shortage",2006,7,24
20121016,"farmer to hear from gunns' administrator",2012,10,16
20110418,"howes money before community",2011,4,18
20071124,"sharif to end exile return to pakistan on sunday",2007,11,24
20040921,"un urges more action against child abuse",2004,9,21
20151126,"man pleads guilty to son in law shooting murder at raywood",2015,11,26
20131212,"trial signals boost to rail crossing safety",2013,12,12
20100902,"dogs name johnson griffen for finals",2010,9,2
20141106,"hitman hatton backing australian boxers",2014,11,6
20100607,"former stereophonics drummer found dead",2010,6,7
20160126,"grandstand tuesday january 26",2016,1,26
20110411,"truckie questions future of stuart highway",2011,4,11
20150905,"government will make decision on syrian air",2015,9,5
20150707,"greek finance minister yanis varoufakis resigns",2015,7,7
20071005,"water usage rises while dam levels fall",2007,10,5
20080227,"brett lee cricketer medallist superstar",2008,2,27
20040229,"nsw police continue probe into multi million art",2004,2,29
20090611,"chief minister defends 230000 travel bill",2009,6,11
20060205,"england send warning to rivals north and south",2006,2,5
20151127,"researchers buzz over new bee project",2015,11,27
20090902,"jennifergarza they said it",2009,9,2
20150923,"turnbull government could dump uni regulation plan",2015,9,23
20070830,"horse flu not expected to stop problem gamblers",2007,8,30
20040525,"pentagon flags 680m tank sale to australia",2004,5,25
20140526,"blueprint uncovers wheatbelt development",2014,5,26
20060501,"man charged over armed hold ups",2006,5,1
20121204,"wa farmer confidence declines with dry winter and",2012,12,4
20120227,"allenby beaten in us pga tour play off",2012,2,27
20090326,"climate change means more weeds csiro",2009,3,26
20120825,"interview john cartwright",2012,8,25
20041217,"alston awarded london post",2004,12,17
20160814,"rio olympics henry frayne seventh in long jump final",2016,8,14
20211222,"many australians still avoid air travel despite",2021,12,22
20080329,"zimbabwe prepares for presidential election",2008,3,29
20061212,"telstra agrees to leave rail station phone",2006,12,12
20160215,"canberra father facing incesst assault charges refused bail",2016,2,15
20080429,"professor kym anderson tells lorna perry his case",2008,4,29
20030223,"oil and water does mix okay",2003,2,23
20030523,"stupples surprise first round leader at corning",2003,5,23
20120214,"batchelor college changes to institute",2012,2,14
20130111,"the drum friday 11 january",2013,1,11
20210821,"pm news briefing 21.8.21",2021,8,21
20070504,"national trial launched of sun coast suicide",2007,5,4
20110614,"hornby unfazed about losing top spot",2011,6,14
20190705,"where did the baby trump balloon come from",2019,7,5
20200709,"charges laid after toxic waste barrels found in lagoon yeppoon",2020,7,9
20141107,"geelong zombie apocalypse tourism ad called demeaning",2014,11,7
20170310,"barcelona win sends commentator over the edge",2017,3,10
20040820,"mp scuffle interrupts rail policy launch",2004,8,20
20161210,"angel olsen embraces new sounds and life on the road",2016,12,10
20191101,"tributes flow after body of missing man found in air duct",2019,11,1
20150807,"sa country hour 7 august 2015",2015,8,7
20091221,"bollinger wants boxing day berth",2009,12,21
20120816,"culpable driver loses appeal",2012,8,16
20060629,"another australian shot in thailand",2006,6,29
20160202,"auburn deputy mayor salim mehajer to plead not guilty to fraud",2016,2,2
20180116,"echo sounding of krill aims to estimate populations",2018,1,16
20140812,"essential energy delays recruitment of new apprentices sparking",2014,8,12
20031221,"world court sets dangerous precedent israel",2003,12,21
20130624,"clarke reportedly quits selection role",2013,6,24
20201124,"nt records new coronavirus case in howard springs quarantine",2020,11,24
20061126,"rose breaks title drought at masters",2006,11,26
20080103,"new climate change package for farmers",2008,1,3
20110326,"priests agree to 166m sex abuse payout",2011,3,26
20091007,"discovery extends life of donor hearts",2009,10,7
20190320,"scott morrison calls in turkish ambassador over erdogan comment",2019,3,20
20050330,"prevention the focus of new sa cancer facility",2005,3,30
20160827,"baby found safe after going missing from sunshine coast",2016,8,27
20121228,"woman injured in ski tube accident",2012,12,28
20040219,"sri lanka plan slow torture for aussie batsmen",2004,2,19
20110429,"land councils new ceo looks to future",2011,4,29
20130415,"dogs lose higgins for season",2013,4,15
20080126,"interview harbhajan singh",2008,1,26
20090329,"wing leads rabbitohs revival over knights",2009,3,29
20071223,"pm commits to long haul in afghanistan",2007,12,23
20120319,"luck of the irish at st pats races",2012,3,19
